Date,Time_Start,Time_End,Location,Elephant_ID,Behavior,Duration,Food_Type,Heart_Rate,Weather_Condition,Is_Sleeping
03-04-2024,07:06,08:55,In lake,E026,Eating,17.5,Yes,85,Rain,No
03-04-2024,09:56,16:19,near lake,E009,Angry,1.1,No,149,Clear,No
03-04-2024,21:54,22:34,Grassland,E012,Angry,1.1,No,139,Cloudy,No
03-04-2024,12:06,16:20,near lake,E013,Eating,17.3,Yes,98,Clear,No
03-04-2024,16:58,20:32,In lake,E012,Sleeping,4.4,No,117,Cloudy,Yes
03-04-2024,10:26,20:47,Forest Edge,E009,Sleeping,3.7,No,122,Rain,Yes
03-04-2024,11:22,16:48,In lake,E024,Eating,16.1,Yes,109,Cloudy,No
03-04-2024,04:28,07:38,In lake,E018,Eating,16.1,Yes,96,Clear,No
03-04-2024,04:23,20:11,In lake,E001,Angry,1.2,No,125,Cloudy,No
03-04-2024,04:48,10:14,Forest Edge,E001,Eating,16.3,Yes,96,Windy,No
03-04-2024,03:18,04:10,Forest Area,E027,Sleeping,4.9,No,107,Rain,Yes
03-04-2024,05:40,18:24,near lake,E002,Angry,1.4,No,130,Clear,No
03-04-2024,15:23,23:16,Forest Area,E026,Angry,1.4,No,147,Windy,No
03-04-2024,12:19,17:09,In lake,E007,Sleeping,3.7,No,93,Rain,Yes
03-04-2024,07:04,23:33,Forest Area,E022,Sleeping,3.8,No,102,Clear,Yes
03-04-2024,06:10,09:00,Grassland,E024,Angry,1.5,No,146,Clear,No
03-04-2024,00:09,15:43,Grassland,E022,Sleeping,3.7,No,119,Rain,Yes
03-04-2024,19:36,23:05,near lake,E009,Eating,17.7,Yes,87,Clear,No
03-04-2024,22:16,23:15,In lake,E009,Angry,1.9,No,147,Windy,No
03-04-2024,02:22,03:18,In lake,E023,Sleeping,3.8,No,110,Clear,Yes
03-04-2024,03:11,20:20,Forest Edge,E018,Eating,15.5,Yes,98,Rain,No
03-04-2024,00:47,23:31,Forest Area,E003,Sleeping,4.9,No,92,Cloudy,Yes
03-04-2024,08:28,09:35,near lake,E028,Eating,16.6,Yes,83,Rain,No
03-04-2024,05:48,06:08,Grassland,E021,Sleeping,5.8,No,91,Rain,Yes
03-04-2024,11:42,13:06,In lake,E015,Angry,1.4,No,139,Clear,No
03-04-2024,03:21,20:18,In lake,E004,Eating,16.7,Yes,81,Clear,No
04-04-2024,16:06,16:19,Forest Area,E018,Angry,1.5,No,127,Clear,No
04-04-2024,13:41,21:52,In lake,E019,Eating,15.9,Yes,83,Clear,No
04-04-2024,18:41,19:19,Forest Edge,E018,Angry,1.4,No,133,Rain,No
04-04-2024,10:30,13:16,In lake,E019,Eating,16.7,Yes,92,Rain,No
04-04-2024,00:06,13:22,Forest Edge,E017,Angry,1.7,No,124,Windy,No
04-04-2024,00:43,19:24,In lake,E024,Eating,16.5,Yes,90,Rain,No
04-04-2024,10:59,11:02,In lake,E021,Eating,17.1,Yes,87,Rain,No
04-04-2024,05:03,13:21,Forest Area,E026,Angry,1.2,No,123,Clear,No
04-04-2024,11:25,21:49,Grassland,E004,Eating,15.8,Yes,99,Windy,No
04-04-2024,12:39,14:20,Forest Edge,E017,Angry,1.6,No,130,Clear,No
04-04-2024,18:50,22:59,In lake,E020,Eating,16.2,Yes,88,Windy,No
04-04-2024,11:14,14:41,Grassland,E011,Angry,1.2,No,144,Rain,No
04-04-2024,13:38,19:30,Forest Edge,E029,Sleeping,5.8,No,123,Windy,Yes
04-04-2024,02:00,15:20,Forest Edge,E015,Angry,1.5,No,130,Cloudy,No
04-04-2024,04:26,08:20,near lake,E029,Eating,18,Yes,98,Windy,No
04-04-2024,11:22,13:37,near lake,E025,Angry,1.4,No,125,Clear,No
04-04-2024,06:25,15:29,Forest Area,E028,Sleeping,5.8,No,97,Rain,Yes
04-04-2024,14:37,18:40,Forest Edge,E014,Eating,17.7,Yes,83,Rain,No
04-04-2024,11:17,20:03,In lake,E017,Sleeping,4.5,No,103,Clear,Yes
04-04-2024,09:48,12:20,Forest Area,E013,Angry,1.2,No,136,Windy,No
04-04-2024,07:57,18:36,near lake,E023,Angry,1,No,148,Clear,No
04-04-2024,03:52,16:30,Grassland,E024,Eating,16.9,Yes,103,Cloudy,No
04-04-2024,07:41,18:22,In lake,E004,Eating,14.1,Yes,109,Cloudy,No
04-04-2024,02:00,21:45,In lake,E019,Eating,14.7,Yes,96,Rain,No
04-04-2024,05:05,07:13,In lake,E020,Eating,17.4,Yes,81,Windy,No
04-04-2024,03:34,15:23,near lake,E029,Angry,1.8,No,141,Windy,No
04-04-2024,07:50,21:01,Forest Area,E006,Eating,14.3,Yes,86,Rain,No
04-04-2024,13:17,19:44,Forest Edge,E025,Sleeping,3.8,No,108,Rain,Yes
04-04-2024,10:46,20:56,In lake,E022,Sleeping,4.4,No,99,Cloudy,Yes
04-04-2024,01:01,16:27,In lake,E001,Sleeping,4.4,No,101,Rain,Yes
04-04-2024,05:25,21:55,Forest Area,E012,Angry,1.4,No,136,Cloudy,No
04-04-2024,21:48,23:39,near lake,E013,Eating,17.3,Yes,104,Rain,No
04-04-2024,01:20,01:26,In lake,E003,Sleeping,2.3,No,125,Rain,Yes
04-04-2024,07:36,12:16,Forest Area,E016,Eating,16.8,Yes,107,Clear,No
04-04-2024,11:21,15:31,near lake,E020,Angry,1.5,No,125,Rain,No
04-04-2024,11:40,18:47,Forest Area,E002,Eating,14,Yes,85,Rain,No
04-04-2024,07:20,09:29,near lake,E005,Eating,16.2,Yes,88,Clear,No
04-04-2024,12:05,15:19,Forest Edge,E018,Sleeping,5,No,101,Rain,Yes
04-04-2024,05:20,11:18,Forest Area,E027,Sleeping,4.5,No,99,Windy,Yes
04-04-2024,04:45,14:22,Forest Edge,E028,Sleeping,4.3,No,129,Cloudy,Yes
04-04-2024,07:37,20:46,near lake,E022,Eating,15,Yes,107,Windy,No
04-04-2024,15:14,21:53,Grassland,E014,Sleeping,2,No,96,Cloudy,Yes
04-04-2024,07:17,07:38,Grassland,E017,Angry,1.8,No,128,Rain,No
04-04-2024,01:48,20:19,Forest Area,E011,Sleeping,5.3,No,126,Clear,Yes
04-04-2024,05:27,07:48,Grassland,E015,Eating,16.1,Yes,87,Windy,No
04-04-2024,17:28,21:09,Forest Edge,E022,Sleeping,3.5,No,125,Clear,Yes
04-04-2024,15:21,21:13,near lake,E025,Eating,14.9,Yes,87,Cloudy,No
04-04-2024,06:02,08:23,near lake,E019,Eating,15.9,Yes,100,Cloudy,No
04-04-2024,05:12,17:42,Forest Area,E001,Sleeping,5.6,No,118,Cloudy,Yes
04-04-2024,07:05,19:33,near lake,E029,Eating,14.4,Yes,100,Clear,No
05-04-2024,07:39,16:00,Forest Area,E028,Angry,1.4,No,132,Windy,No
05-04-2024,08:52,10:01,Grassland,E002,Eating,14.9,Yes,104,Windy,No
05-04-2024,10:16,15:55,In lake,E026,Sleeping,5.3,No,118,Clear,Yes
05-04-2024,07:06,10:58,Forest Edge,E022,Eating,16.2,Yes,92,Clear,No
05-04-2024,05:16,08:27,near lake,E002,Eating,16.7,Yes,88,Rain,No
05-04-2024,14:01,17:22,Forest Edge,E005,Angry,1.6,No,121,Windy,No
05-04-2024,08:53,21:14,Forest Area,E009,Sleeping,2.8,No,100,Rain,Yes
05-04-2024,18:32,23:41,Grassland,E001,Eating,16.1,Yes,106,Windy,No
05-04-2024,00:04,21:46,Grassland,E011,Angry,1.4,No,148,Clear,No
05-04-2024,02:42,06:13,near lake,E022,Eating,14.9,Yes,106,Clear,No
05-04-2024,06:49,23:23,Forest Area,E005,Sleeping,5.7,No,123,Cloudy,Yes
05-04-2024,10:26,18:02,Grassland,E002,Sleeping,3.8,No,102,Windy,Yes
05-04-2024,11:02,14:11,In lake,E010,Eating,15.7,Yes,94,Cloudy,No
05-04-2024,02:42,17:28,In lake,E028,Angry,1.8,No,147,Rain,No
05-04-2024,16:44,18:15,near lake,E010,Eating,17.2,Yes,109,Cloudy,No
05-04-2024,06:09,14:32,Forest Area,E018,Angry,1.6,No,142,Windy,No
05-04-2024,00:06,17:34,In lake,E017,Sleeping,2.6,No,94,Clear,Yes
05-04-2024,01:07,05:39,Grassland,E019,Sleeping,3.1,No,91,Clear,Yes
05-04-2024,15:35,19:37,Forest Edge,E021,Sleeping,4.4,No,129,Clear,Yes
05-04-2024,02:07,08:58,Forest Edge,E007,Eating,15.3,Yes,90,Windy,No
05-04-2024,02:53,03:38,In lake,E020,Angry,1.9,No,122,Cloudy,No
05-04-2024,11:22,23:44,near lake,E025,Eating,17.9,Yes,107,Rain,No
05-04-2024,03:45,09:40,near lake,E029,Angry,1.3,No,142,Windy,No
05-04-2024,13:42,18:51,Forest Edge,E024,Eating,14,Yes,96,Clear,No
05-04-2024,00:16,12:45,In lake,E004,Eating,16.1,Yes,83,Rain,No
05-04-2024,03:55,13:08,In lake,E016,Angry,1.6,No,134,Rain,No
05-04-2024,14:06,18:01,near lake,E007,Angry,1.8,No,138,Clear,No
05-04-2024,09:24,22:34,Forest Area,E012,Angry,1.5,No,136,Windy,No
05-04-2024,03:04,08:57,Grassland,E020,Eating,14.6,Yes,94,Cloudy,No
05-04-2024,15:23,19:40,Forest Edge,E005,Sleeping,5.2,No,119,Cloudy,Yes
05-04-2024,07:14,17:51,In lake,E016,Eating,15.9,Yes,82,Clear,No
05-04-2024,15:48,17:26,Forest Area,E023,Angry,1,No,124,Clear,No
05-04-2024,08:46,22:29,Forest Area,E006,Angry,1.5,No,129,Cloudy,No
05-04-2024,06:30,21:48,near lake,E003,Angry,1.5,No,136,Clear,No
05-04-2024,03:39,14:49,near lake,E007,Sleeping,5.6,No,127,Clear,Yes
05-04-2024,07:21,14:57,near lake,E009,Angry,1.3,No,132,Cloudy,No
05-04-2024,13:16,19:11,Forest Edge,E021,Eating,16.8,Yes,99,Cloudy,No
05-04-2024,12:30,16:44,Forest Edge,E027,Angry,1.1,No,128,Rain,No
06-04-2024,09:52,13:58,Grassland,E028,Angry,1.2,No,139,Clear,No
06-04-2024,07:35,08:50,Forest Edge,E006,Sleeping,4.2,No,95,Clear,Yes
06-04-2024,08:02,09:02,Forest Edge,E014,Angry,1.4,No,148,Windy,No
06-04-2024,13:09,14:28,Forest Area,E012,Angry,1.6,No,130,Windy,No
06-04-2024,01:16,03:05,In lake,E021,Sleeping,5.7,No,104,Cloudy,Yes
06-04-2024,01:58,19:41,near lake,E009,Sleeping,3.4,No,117,Clear,Yes
06-04-2024,00:30,11:06,Forest Edge,E014,Angry,1.6,No,126,Clear,No
06-04-2024,01:04,13:10,In lake,E001,Angry,1.9,No,135,Clear,No
06-04-2024,17:03,19:10,Forest Edge,E021,Angry,1.6,No,143,Clear,No
06-04-2024,03:13,19:57,near lake,E005,Angry,1.8,No,141,Cloudy,No
06-04-2024,09:24,19:34,In lake,E014,Angry,1.9,No,125,Cloudy,No
06-04-2024,04:20,07:31,near lake,E006,Angry,1.4,No,149,Windy,No
06-04-2024,03:01,05:49,near lake,E018,Angry,1.1,No,123,Cloudy,No
06-04-2024,00:40,23:18,Forest Area,E023,Sleeping,3.2,No,121,Rain,Yes
06-04-2024,03:08,06:58,Forest Area,E002,Sleeping,5.7,No,102,Rain,Yes
06-04-2024,16:07,18:22,Forest Edge,E005,Angry,1.5,No,135,Cloudy,No
06-04-2024,10:38,10:48,near lake,E015,Angry,1.7,No,132,Clear,No
06-04-2024,03:49,07:57,near lake,E020,Eating,14.9,Yes,106,Rain,No
06-04-2024,20:06,22:48,near lake,E027,Angry,1.9,No,148,Rain,No
06-04-2024,01:51,20:47,Grassland,E014,Sleeping,2.9,No,106,Cloudy,Yes
06-04-2024,00:23,17:33,near lake,E007,Eating,15.8,Yes,108,Clear,No
06-04-2024,20:02,20:26,Forest Area,E027,Sleeping,4.1,No,103,Clear,Yes
06-04-2024,04:18,18:14,In lake,E008,Sleeping,2.3,No,128,Rain,Yes
06-04-2024,19:00,20:25,Forest Edge,E018,Eating,17.1,Yes,108,Windy,No
06-04-2024,06:09,15:10,In lake,E015,Angry,1.8,No,149,Rain,No
06-04-2024,02:13,02:42,Grassland,E027,Sleeping,4.4,No,128,Windy,Yes
06-04-2024,03:04,21:03,In lake,E009,Sleeping,2.9,No,122,Clear,Yes
06-04-2024,12:57,16:50,Forest Area,E014,Sleeping,3.6,No,95,Cloudy,Yes
06-04-2024,17:47,21:45,Forest Area,E018,Sleeping,5.6,No,120,Windy,Yes
06-04-2024,02:21,17:07,In lake,E018,Sleeping,4.2,No,91,Clear,Yes
06-04-2024,11:16,20:31,Forest Area,E015,Sleeping,2.8,No,111,Cloudy,Yes
06-04-2024,06:37,23:56,Forest Edge,E026,Sleeping,3.4,No,104,Cloudy,Yes
06-04-2024,08:53,17:15,near lake,E016,Angry,1,No,137,Windy,No
06-04-2024,02:06,18:33,Grassland,E022,Eating,14.6,Yes,101,Clear,No
06-04-2024,15:49,20:30,Forest Edge,E015,Angry,1.7,No,135,Cloudy,No
06-04-2024,14:59,15:49,near lake,E010,Angry,1.8,No,143,Clear,No
06-04-2024,02:24,22:47,Forest Edge,E001,Sleeping,4.6,No,122,Rain,Yes
06-04-2024,04:20,22:49,Forest Area,E002,Angry,1.4,No,129,Rain,No
06-04-2024,01:57,10:14,In lake,E009,Eating,16,Yes,106,Clear,No
06-04-2024,03:55,23:56,near lake,E004,Angry,1.1,No,137,Cloudy,No
06-04-2024,01:53,19:56,Forest Edge,E027,Eating,14.4,Yes,97,Clear,No
06-04-2024,04:37,17:05,Forest Edge,E011,Sleeping,3.9,No,126,Windy,Yes
06-04-2024,05:25,18:18,Forest Area,E007,Eating,16.8,Yes,105,Rain,No
06-04-2024,19:11,21:32,near lake,E010,Angry,1.3,No,124,Windy,No
06-04-2024,14:02,19:15,In lake,E016,Angry,1.3,No,122,Windy,No
06-04-2024,06:23,20:55,Grassland,E009,Sleeping,5.7,No,129,Windy,Yes
06-04-2024,14:57,20:53,near lake,E013,Eating,17.7,Yes,106,Clear,No
06-04-2024,01:49,16:10,In lake,E004,Angry,1.4,No,144,Clear,No
06-04-2024,02:40,10:00,In lake,E025,Sleeping,5.3,No,102,Rain,Yes
06-04-2024,00:54,12:00,Grassland,E029,Angry,1.7,No,138,Cloudy,No
07-04-2024,09:47,19:29,Forest Area,E018,Angry,1,No,141,Cloudy,No
07-04-2024,09:51,21:33,Grassland,E029,Eating,17.7,Yes,80,Rain,No
07-04-2024,04:20,14:07,Grassland,E015,Eating,15.9,Yes,86,Rain,No
07-04-2024,14:49,15:25,In lake,E020,Angry,1,No,120,Windy,No
07-04-2024,03:44,09:52,Forest Edge,E017,Eating,17,Yes,103,Windy,No
07-04-2024,12:18,12:19,Forest Edge,E013,Eating,15.5,Yes,103,Clear,No
07-04-2024,01:25,18:45,near lake,E011,Angry,1.8,No,147,Windy,No
07-04-2024,05:29,14:52,Forest Edge,E019,Angry,1.4,No,128,Windy,No
07-04-2024,00:30,02:12,Forest Area,E023,Angry,1.5,No,149,Clear,No
07-04-2024,03:20,20:36,Grassland,E010,Angry,1.9,No,120,Windy,No
07-04-2024,13:59,21:39,Forest Edge,E003,Sleeping,3.1,No,112,Windy,Yes
07-04-2024,05:20,18:02,Grassland,E018,Eating,14.1,Yes,104,Rain,No
07-04-2024,03:04,19:29,In lake,E027,Angry,1.3,No,138,Windy,No
07-04-2024,11:54,14:03,Forest Area,E013,Eating,17.2,Yes,84,Cloudy,No
07-04-2024,16:01,17:39,Grassland,E021,Sleeping,3.3,No,97,Windy,Yes
07-04-2024,12:32,20:15,In lake,E016,Sleeping,2.5,No,129,Clear,Yes
07-04-2024,00:19,12:32,Forest Area,E006,Angry,1.7,No,146,Cloudy,No
07-04-2024,03:09,04:50,Forest Edge,E023,Sleeping,3.2,No,123,Cloudy,Yes
07-04-2024,07:29,21:57,Grassland,E027,Sleeping,4.1,No,117,Rain,Yes
07-04-2024,00:31,08:29,In lake,E014,Sleeping,2.1,No,106,Rain,Yes
07-04-2024,08:07,13:52,Forest Area,E006,Sleeping,2.6,No,103,Rain,Yes
07-04-2024,06:26,14:16,Grassland,E022,Sleeping,4.4,No,107,Windy,Yes
07-04-2024,12:32,14:25,Forest Edge,E022,Angry,1.3,No,125,Cloudy,No
07-04-2024,13:13,19:37,Forest Area,E001,Sleeping,5.8,No,100,Rain,Yes
07-04-2024,05:49,07:51,Forest Edge,E016,Sleeping,3.3,No,106,Rain,Yes
07-04-2024,08:14,11:54,Forest Edge,E005,Sleeping,5.2,No,119,Clear,Yes
07-04-2024,14:49,16:04,Forest Edge,E019,Angry,1.2,No,149,Cloudy,No
07-04-2024,00:44,06:22,Forest Edge,E020,Angry,1.1,No,121,Windy,No
07-04-2024,00:06,06:04,Forest Area,E027,Angry,1.2,No,132,Cloudy,No
07-04-2024,20:21,21:19,In lake,E013,Angry,2,No,130,Rain,No
07-04-2024,09:57,11:07,Forest Area,E029,Eating,15.9,Yes,109,Windy,No
07-04-2024,13:47,14:07,Forest Edge,E016,Sleeping,3.5,No,116,Cloudy,Yes
07-04-2024,02:42,04:11,Forest Edge,E009,Angry,1.7,No,135,Clear,No
07-04-2024,09:50,20:04,Grassland,E012,Sleeping,5.9,No,126,Windy,Yes
07-04-2024,08:55,09:09,In lake,E025,Eating,16.2,Yes,102,Cloudy,No
07-04-2024,16:11,17:07,Forest Edge,E006,Eating,14.3,Yes,103,Cloudy,No
07-04-2024,05:02,14:03,In lake,E025,Sleeping,2.6,No,126,Windy,Yes
07-04-2024,08:22,21:48,Grassland,E009,Sleeping,3.6,No,98,Windy,Yes
07-04-2024,00:59,14:27,Grassland,E005,Angry,1.6,No,131,Rain,No
07-04-2024,03:45,10:22,In lake,E001,Eating,16.8,Yes,110,Windy,No
07-04-2024,16:10,19:03,Grassland,E020,Angry,1.1,No,137,Clear,No
07-04-2024,15:11,19:14,In lake,E013,Sleeping,5.2,No,110,Rain,Yes
07-04-2024,06:15,20:30,Grassland,E028,Sleeping,5.2,No,95,Rain,Yes
07-04-2024,05:23,08:50,Grassland,E019,Angry,1.9,No,122,Rain,No
07-04-2024,10:25,21:59,Forest Edge,E017,Sleeping,2.8,No,91,Rain,Yes
08-04-2024,12:00,17:16,Forest Area,E018,Sleeping,4,No,110,Clear,Yes
08-04-2024,07:08,10:57,near lake,E020,Sleeping,4.7,No,104,Clear,Yes
08-04-2024,07:57,21:31,Forest Area,E018,Sleeping,2.9,No,105,Cloudy,Yes
08-04-2024,05:52,17:54,Forest Edge,E005,Eating,17.5,Yes,84,Clear,No
08-04-2024,14:51,19:41,Forest Area,E022,Eating,17.5,Yes,92,Windy,No
08-04-2024,00:05,12:43,Forest Area,E005,Eating,16.2,Yes,107,Cloudy,No
08-04-2024,01:10,09:02,In lake,E004,Eating,17.3,Yes,83,Clear,No
08-04-2024,05:44,20:17,near lake,E005,Sleeping,4.3,No,96,Cloudy,Yes
08-04-2024,06:09,14:19,Forest Area,E004,Angry,1.5,No,150,Clear,No
08-04-2024,05:56,15:50,In lake,E026,Eating,18,Yes,80,Rain,No
08-04-2024,20:15,21:31,Forest Area,E006,Angry,1.2,No,148,Rain,No
08-04-2024,09:48,23:22,Forest Edge,E008,Angry,1.1,No,125,Cloudy,No
08-04-2024,15:40,21:27,near lake,E019,Angry,1.1,No,126,Windy,No
08-04-2024,00:52,19:21,Grassland,E005,Angry,1.2,No,121,Windy,No
08-04-2024,06:03,23:31,In lake,E028,Sleeping,2.5,No,99,Clear,Yes
08-04-2024,03:21,04:33,Grassland,E025,Angry,1.1,No,134,Clear,No
08-04-2024,10:19,15:30,Forest Area,E013,Angry,1.1,No,142,Rain,No
08-04-2024,08:51,20:25,near lake,E006,Eating,15.6,Yes,110,Windy,No
08-04-2024,07:35,13:03,Forest Edge,E029,Sleeping,3.1,No,111,Rain,Yes
08-04-2024,03:53,17:44,In lake,E021,Angry,1.9,No,148,Rain,No
08-04-2024,07:37,20:23,near lake,E002,Sleeping,4.8,No,113,Clear,Yes
08-04-2024,01:01,21:57,Grassland,E002,Eating,17.8,Yes,87,Rain,No
08-04-2024,20:44,21:49,Forest Area,E022,Eating,15.5,Yes,109,Rain,No
08-04-2024,05:36,14:21,Grassland,E023,Angry,1.2,No,136,Cloudy,No
08-04-2024,17:47,19:26,Forest Edge,E027,Sleeping,3.6,No,92,Cloudy,Yes
08-04-2024,17:17,19:15,Forest Area,E018,Eating,16.9,Yes,96,Windy,No
08-04-2024,12:05,22:15,Forest Edge,E020,Sleeping,4.3,No,93,Clear,Yes
08-04-2024,00:31,11:26,Forest Edge,E027,Sleeping,5.9,No,99,Cloudy,Yes
08-04-2024,04:12,21:02,In lake,E001,Eating,15.3,Yes,102,Windy,No
08-04-2024,01:11,15:02,Forest Edge,E013,Eating,14.7,Yes,94,Windy,No
08-04-2024,08:40,19:05,Forest Area,E022,Angry,1.7,No,140,Cloudy,No
08-04-2024,01:30,18:37,near lake,E016,Eating,16.7,Yes,89,Clear,No
08-04-2024,09:29,16:58,Forest Area,E016,Angry,1.1,No,145,Clear,No
08-04-2024,00:33,02:44,near lake,E028,Angry,1.9,No,126,Clear,No
08-04-2024,04:11,18:47,Forest Edge,E019,Sleeping,2.8,No,109,Clear,Yes
08-04-2024,05:41,07:03,near lake,E024,Sleeping,2,No,104,Clear,Yes
08-04-2024,16:06,21:24,Forest Edge,E019,Sleeping,2.6,No,114,Cloudy,Yes
08-04-2024,03:54,05:04,In lake,E028,Angry,1.7,No,150,Clear,No
08-04-2024,05:18,11:23,Forest Edge,E017,Angry,1,No,147,Cloudy,No
08-04-2024,05:19,22:04,Grassland,E014,Eating,17.6,Yes,109,Windy,No
08-04-2024,05:00,16:58,near lake,E016,Sleeping,3.8,No,129,Rain,Yes
08-04-2024,13:00,20:58,In lake,E026,Angry,1,No,150,Clear,No
08-04-2024,19:27,22:47,near lake,E029,Eating,17.5,Yes,86,Cloudy,No
08-04-2024,00:50,22:59,Forest Area,E023,Eating,15.8,Yes,91,Rain,No
08-04-2024,06:43,23:03,Forest Area,E028,Eating,16.3,Yes,109,Clear,No
08-04-2024,03:39,09:58,Grassland,E023,Sleeping,2.8,No,100,Clear,Yes
08-04-2024,00:27,20:20,Forest Area,E002,Eating,17.4,Yes,108,Rain,No
08-04-2024,03:01,04:50,near lake,E011,Sleeping,2.1,No,127,Rain,Yes
08-04-2024,15:06,21:38,Forest Edge,E026,Sleeping,4.3,No,124,Windy,Yes
08-04-2024,01:09,09:46,Forest Edge,E011,Sleeping,3.5,No,99,Windy,Yes
08-04-2024,08:51,22:45,Forest Edge,E019,Eating,17,Yes,105,Clear,No
08-04-2024,05:12,10:25,Grassland,E016,Angry,1,No,138,Clear,No
08-04-2024,05:52,16:46,near lake,E005,Eating,17.2,Yes,92,Clear,No
08-04-2024,14:23,17:39,near lake,E004,Angry,2,No,130,Rain,No
08-04-2024,01:57,21:05,Forest Area,E020,Angry,1.4,No,126,Clear,No
09-04-2024,00:57,23:44,near lake,E026,Angry,1.6,No,128,Cloudy,No
09-04-2024,20:16,21:30,Forest Edge,E018,Sleeping,3.9,No,107,Clear,Yes
09-04-2024,17:16,20:41,Forest Area,E018,Eating,17.1,Yes,81,Windy,No
09-04-2024,08:52,17:36,Forest Area,E009,Sleeping,3.2,No,92,Rain,Yes
09-04-2024,08:50,19:52,In lake,E021,Sleeping,2.6,No,99,Cloudy,Yes
09-04-2024,03:39,22:53,near lake,E009,Eating,16,Yes,103,Windy,No
09-04-2024,01:47,16:20,Forest Edge,E021,Angry,1.1,No,135,Rain,No
09-04-2024,01:32,21:41,Forest Edge,E005,Sleeping,3.4,No,110,Clear,Yes
09-04-2024,04:42,14:31,near lake,E005,Eating,15,Yes,84,Rain,No
09-04-2024,00:08,05:51,Forest Area,E021,Angry,1.5,No,132,Cloudy,No
09-04-2024,15:28,18:23,Grassland,E026,Angry,1.7,No,129,Rain,No
09-04-2024,17:14,18:00,Grassland,E007,Angry,1.6,No,134,Clear,No
09-04-2024,00:12,12:03,In lake,E028,Sleeping,4.3,No,121,Clear,Yes
09-04-2024,01:24,17:57,In lake,E021,Angry,1.7,No,136,Clear,No
09-04-2024,11:21,11:38,near lake,E009,Eating,16.4,Yes,80,Clear,No
09-04-2024,01:59,19:21,Forest Area,E001,Eating,15,Yes,100,Cloudy,No
09-04-2024,06:23,13:06,Grassland,E006,Sleeping,5.2,No,102,Rain,Yes
09-04-2024,17:54,20:57,In lake,E011,Eating,17.5,Yes,94,Windy,No
09-04-2024,18:05,23:30,In lake,E003,Eating,17.8,Yes,92,Windy,No
09-04-2024,06:08,09:21,Forest Edge,E023,Sleeping,2.3,No,129,Windy,Yes
09-04-2024,05:16,07:01,Forest Edge,E027,Sleeping,3.1,No,120,Clear,Yes
09-04-2024,06:50,07:21,near lake,E002,Angry,1.8,No,145,Cloudy,No
09-04-2024,02:38,17:03,Forest Area,E008,Sleeping,2.3,No,91,Rain,Yes
09-04-2024,04:31,12:58,near lake,E023,Sleeping,4.4,No,129,Windy,Yes
09-04-2024,02:50,18:57,Forest Edge,E026,Eating,17.2,Yes,94,Windy,No
09-04-2024,05:34,08:25,In lake,E008,Angry,1.3,No,138,Windy,No
09-04-2024,06:23,13:54,near lake,E016,Sleeping,4,No,99,Rain,Yes
09-04-2024,12:43,13:51,Forest Area,E003,Sleeping,4.7,No,122,Clear,Yes
09-04-2024,08:08,09:01,near lake,E022,Sleeping,3.2,No,97,Windy,Yes
09-04-2024,22:57,23:29,Grassland,E025,Eating,16.8,Yes,102,Clear,No
09-04-2024,07:24,14:45,Forest Edge,E007,Angry,1.1,No,150,Cloudy,No
09-04-2024,04:18,08:52,Forest Area,E005,Sleeping,6,No,128,Cloudy,Yes
09-04-2024,02:37,15:29,Grassland,E005,Eating,17.6,Yes,105,Rain,No
09-04-2024,01:44,10:05,Forest Area,E001,Eating,17.2,Yes,82,Clear,No
09-04-2024,01:34,20:06,Forest Edge,E021,Angry,1.2,No,120,Windy,No
09-04-2024,04:31,08:45,near lake,E013,Sleeping,5.3,No,110,Cloudy,Yes
09-04-2024,00:00,16:21,Forest Edge,E027,Sleeping,3.9,No,104,Rain,Yes
09-04-2024,06:45,23:57,In lake,E024,Sleeping,3.4,No,122,Windy,Yes
09-04-2024,03:17,14:21,Forest Edge,E025,Angry,2,No,133,Clear,No
09-04-2024,04:51,20:56,Grassland,E015,Eating,17.4,Yes,108,Windy,No
09-04-2024,11:30,18:44,Grassland,E005,Sleeping,4.7,No,115,Cloudy,Yes
09-04-2024,13:50,14:24,Forest Area,E008,Angry,1.7,No,147,Cloudy,No
09-04-2024,11:11,19:09,Forest Area,E010,Sleeping,4.4,No,108,Cloudy,Yes
09-04-2024,00:02,01:13,Forest Edge,E029,Angry,1.6,No,145,Rain,No
09-04-2024,14:40,17:09,Grassland,E024,Angry,1.6,No,122,Clear,No
09-04-2024,09:21,20:03,Forest Edge,E015,Angry,1.6,No,140,Clear,No
10-04-2024,01:26,02:56,Grassland,E004,Sleeping,5.9,No,126,Clear,Yes
10-04-2024,12:16,16:56,Forest Area,E013,Angry,2,No,149,Windy,No
10-04-2024,08:04,13:19,Forest Edge,E016,Eating,17,Yes,86,Clear,No
10-04-2024,00:02,05:05,Forest Area,E015,Eating,14.1,Yes,95,Cloudy,No
10-04-2024,22:10,22:15,Forest Edge,E028,Angry,2,No,121,Windy,No
10-04-2024,14:40,22:32,Grassland,E006,Sleeping,3.4,No,111,Rain,Yes
10-04-2024,03:21,13:59,Forest Edge,E004,Angry,1.8,No,123,Clear,No
10-04-2024,09:51,15:24,In lake,E019,Sleeping,5.5,No,120,Windy,Yes
10-04-2024,21:30,22:03,Forest Area,E011,Angry,1.1,No,146,Cloudy,No
10-04-2024,12:22,14:26,Forest Edge,E015,Sleeping,6,No,102,Cloudy,Yes
